,SubjectEntity,Relation,ObjectEntity
343,CAU-7-TATB,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
344,CAU-35,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
345,PCN-605-H-Br,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
346,PCN-605-H-Dry,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
347,PCN-606-NH2 (fresh),hasOrganicLinkers,Nc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-]
348,PCN-608-OH,hasOrganicLinkers,[O]c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])[O])c1ccc(cc1)C(=O)[O-]
349,PCN-606-OMe (fresh),hasOrganicLinkers,COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-]
350,PCN-700-Br,hasOrganicLinkers,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-]
351,MUV-2,hasOrganicLinkers,S=C(C(=S)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
352,NTU-20,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1cccs1)C(=O)[O-]
353,NPF-300(Hf),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]
354,NPF-300,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]
355,NPF-300-LT,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]
356,HPU-3,hasOrganicLinkers,c1ccc(nc1)C1=NN=C([N]1)C1=[N]=CN=N1
357,Mn-CFA-6-DMAc,hasOrganicLinkers,N1=NC=C([CH]1)C1=C[N]N=C1
358,ZJNU-81,hasOrganicLinkers,Cc1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
359,Zr-PCN-221(Cu),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Cu]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
360,Co-CAU-36,hasOrganicLinkers,[O]P(=O)(c1ccc(cc1)C1=C2C=CC3=[N]2[Ni]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)P(=O)([O])[O])cc1)c1ccc(cc1)P(=O)([O])[O])c1ccc(cc1)P(=O)([O])[O])[O]
370,UPC-102-Zr,hasOrganicLinkers,Nc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-]
371,VNU 22,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
372,UPC-99,hasOrganicLinkers,Nc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
373,ZJU-158-Tb,hasOrganicLinkers,[O-]C(=O)c1cc([n-]n1Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
374,PCN-12',hasOrganicLinkers,[O-]C(=O)c1cc(Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
375,"catena-[bis(μ4-1,5-pentanedioato-O,O',O'',O''')-(μ2-N,N'-bis(4-pyridyl)piperazine-N,N')-di-copper(ii) tetrahydrate]",hasOrganicLinkers,[O-]C(=O)CCCC(=O)[O-]
376,UWDM-3,hasOrganicLinkers,Cc1cc(NCc2cc(C)c(c(c2)C)c2ccncc2)cc(c1c1ccncc1)C
377,α-IRMOF-3-AMPh,hasOrganicLinkers,O=C(c1ccccc1)Nc1cc(ccc1C(=O)[O-])C(=O)[O-]
378,BUT-2,hasOrganicLinkers,N1=C[C](C=N1)c1ccc(cc1)C1=C[N]N=C1
379,BUT-48,hasOrganicLinkers,N#Cc1cc(cc(c1)C1=CN=N[CH]1)C1=CN=N[CH]1
380,BUT-49,hasOrganicLinkers,FC(c1cc(cc(c1)C1=CN=N[CH]1)C1=CN=N[CH]1)(F)F
381,ZTIF-14,hasOrganicLinkers,Cc1cc2N=C[N]c2cc1C
382,ZTIF-15,hasOrganicLinkers,Cc1cc2N=C[N]c2cc1C
383,JUC-65,hasOrganicLinkers,C1N2CN3CN1CN(C2)C3
384,JUC-66,hasOrganicLinkers,C1N2CN3CN1CN(C2)C3
385,JUC-67,hasOrganicLinkers,[O-]C(=O)c1cnccc1C(=O)[O-]
386,JUC-70,hasOrganicLinkers,[O-]C(=O)c1cnccc1C(=O)[O-]
387,"catena-((μ3-Homophthalato-O,O',O'')-(μ3-oxo)-tetramethyl-di-tin(iv) hydrate)",hasOrganicLinkers,[O-]C(=O)Cc1ccccc1C(=O)[O-]
388,rtl-MOF-2,hasOrganicLinkers,[O-]C(=O)c1cc(Nc2ccncc2)cc(c1)C(=O)[O-]
389,"catena-[(μ4-Oxalato-O,O,O',O'',O'',O''')-tetrakis(μ3-3-pyridinecarboxylato-N,O,O')-(μ2-oxalato-O,O',O'',O''')-di-samarium(iii)-di-silver(i) tetrahydrate]",hasOrganicLinkers,[O-]C(=O)C(=O)[O-]
390,FJI-H8,hasOrganicLinkers,[O]c1c(cc(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(c(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
391,MCF-56,hasOrganicLinkers,Cc1cnccc1c1cccc(c1)C(=O)[O-]
392,MCF-57,hasOrganicLinkers,Cc1cnccc1c1cccc(c1)C(=O)[O-]
393,UPC-15,hasOrganicLinkers,[O-]C(=O)c1c(C)c(C)c(c(c1C)C)B(c1c(C)c(C)c(c(c1C)C)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)C(=O)[O-]
394,CAU-46,hasOrganicLinkers,[O]P(=O)(c1ccc(cc1)C(=C(c1ccc(cc1)P(=O)([O])[O])c1ccc(cc1)P(=O)([O])[O])c1ccc(cc1)P(=O)([O])[O])[O]
397,SNU-81,hasOrganicLinkers,COc1cc(c(cc1c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-]
398,SNU-82,hasOrganicLinkers,CCOc1cc(c(cc1c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-]
399,SNU-84,hasOrganicLinkers,CCCCO[C]1[CH]C(=C([CH][C]1c1ccc(cc1)C(=O)[O-])OCCCC)c1ccc(cc1)C(=O)[O-]
400,SNU-85,hasOrganicLinkers,CCCCCOc1cc(c(cc1c1ccc(cc1)C(=O)[O-])OCCCCC)c1ccc(cc1)C(=O)[O-]
401,SNU-86,hasOrganicLinkers,CCCCCCOc1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])OCCCCCC
402,SNNU-21,hasOrganicLinkers,NC1=NN=C([N]1)N
403,SNNU-23,hasOrganicLinkers,C1=N[N]C=N1
404,ECUT-30,hasOrganicLinkers,Cc1sc(cc1C1=C(c2cc(sc2C)c2ccncc2)C(C(C1(F)F)(F)F)(F)F)c1ccncc1
405,SCIF-11,hasOrganicLinkers,C1=C[N]C=N1
406,SCIF-12,hasOrganicLinkers,C1=C[N]C=N1
407,MIL-47(V),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
412,NJU-Bai7,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1cccnc1)C(=O)[O-]
413,NJU-Bai8,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cncnc1
414,P11-Cu,hasOrganicLinkers,C[O]
415,Hf-MOF-808 selenate unknown solvate,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
416,Hf-MOF-808 selenite unknown solvate,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
417,Zr-bcu-26ndc,hasOrganicLinkers,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]
418,Zr-bcu-tmuc,hasOrganicLinkers,[O-]C(=O)C=CC=CC(=O)[O-]
419,Zr-bcu-22bipy44dc,hasOrganicLinkers,[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-]
420,MOF-F,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]
421,NU-1401-AS-DMF,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
422,MFU-4,hasOrganicLinkers,N1=Nc2c(=N1)cc1c(=NN=N1)c2
423,MAF-6,hasOrganicLinkers,CCC1=NC=C[N]1
424,FIR-28,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
425,JXNU-2(Sm),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1S([O])([O])[O])c1ccc(c(c1)S([O])([O])[O])C(=O)[O-]
426,JXNU-2(Eu),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1S([O])([O])[O])c1ccc(c(c1)S([O])([O])[O])C(=O)[O-]
427,JXNU-2(Pr),hasOrganicLinkers,[O-]C(=O)c1ccc(cc1S([O])([O])[O])c1ccc(c(c1)S([O])([O])[O])C(=O)[O-]
428,catena-((μ4-Tetramethyltetra-azacalix(4)pyrimidine)-tetrakis(μ3-bromo)-tetra-copper unknown solvate),hasOrganicLinkers,CN1c2ncnc(c2)N(C)c2ncnc(c2)N(c2cc(N(c3cc1ncn3)C)ncn2)C
429,catena-((μ4-Tetramethyltetra-azacalix(4)pyrimidine)-tetrakis(μ3-iodo)-tetra-copper unknown solvate),hasOrganicLinkers,CN1c2ncnc(c2)N(C)c2ncnc(c2)N(c2cc(N(c3cc1ncn3)C)ncn2)C
430,CPM-5',hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
431,PCP-31,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
432,PCP-32,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
433,PCN-48,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
434,PCN-49,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
435,NOTT-212 dimethylformamide solvate tetrahydrate,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
436,MIL-91(Al),hasOrganicLinkers,[O]P(=O)(CN1CCN(CC1)CP(=O)([O])[O])[O]
437,ZJU-64-CH3,hasOrganicLinkers,NC1=C2N=CN=C2N=C[N]1
438,polyMOP-NH2,hasOrganicLinkers,Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]
439,PCN-700-c,hasOrganicLinkers,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-]
440,PCN-700-(CF3)2,hasOrganicLinkers,[O-]C(=O)c1ccc(c(c1)C(F)(F)F)c1ccc(cc1C(F)(F)F)C(=O)[O-]
441,PCN-700-Me4-c,hasOrganicLinkers,[O-]C(=O)c1cc(C)c(c(c1)C)c1c(C)cc(cc1C)C(=O)[O-]
442,"catena-[bis(μ-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-hexakis(iodo)-tri-zinc cis-asarone unknown solvate]",hasOrganicLinkers,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1
443,"catena-[bis(μ-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-hexakis(iodo)-tri-zinc trans-asarone unknown solvate]",hasOrganicLinkers,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1
444,JUC-165,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-]
445,CPM-11,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
446,CPM-12,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
447,Ce-MOF-808,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
448,Teaching Subset: MOFs,hasOrganicLinkers,N#Cc1ccc(cc1)C(c1ccc(cc1)C#N)(c1ccc(cc1)C#N)c1ccc(cc1)C#N
449,SNNU-72,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
450,SNNU-71,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
451,SNNU-74,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
452,MIT-20,hasOrganicLinkers,N1=NC2=CC3=C([CH]C2=N1)OC1=C(O3)C=C2C(=NN=N2)[CH]1
453,ST-1,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
454,ST-3,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
455,"catena-(tris(propane-1,2-diammonium) hexakis(μ3-hydrogen arsenato)-bis(μ3-arsenato)-tris(μ2-oxalato)-hexa-iron)",hasOrganicLinkers,[O-]C(=O)C(=O)[O-]
456,V101,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
457,MOF-CJ2,hasOrganicLinkers,[O-]C(=O)c1cccc(c1)C(=O)[O-]
458,FJI-Y4,hasOrganicLinkers,CCC1c2cc(C(CC)c3cc(C(c4cc(C(c5cc1c([O])c(c5[O])[O])CC)c([O])c(c4[O])[O])CC)c(c(c3[O])[O])[O])c(c(c2[O])[O])[O]
459,FJI-Y5,hasOrganicLinkers,CCC1c2cc(C(CC)c3cc(C(c4cc(C(c5cc1c([O])c(c5[O])[O])CC)c([O])c(c4[O])[O])CC)c(c(c3[O])[O])[O])c(c(c2[O])[O])[O]
460,Mg-110,hasOrganicLinkers,[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]
461,LIFM-13(Co),hasOrganicLinkers,O=[C]1=NC(=[N]=C([N]1)n1ccnc1)n1ccnc1
462,UJN-1,hasOrganicLinkers,CCN(C(=S)[S])CC
463,UPG-1,hasOrganicLinkers,[O]P(=O)(Cc1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)CP(=O)([O])[O])c1ccc(cc1)CP(=O)([O])[O])[O]
464,BUT-17,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
465,CCNU-11,hasOrganicLinkers,Cc1c(c2ccncc2)c(c2n1[B](F)(F)n1c([C]2c2ccccc2)c(c(c1C)c1ccncc1)C)C
466,LCU-105,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
467,CZJ-6,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C1=C2C=CC3=[N]2[Cu]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
468,"catena-[oxonium [μ-tris(4-carboxylatophenyl)phosphine oxide]-europium(iii)-zinc(ii) N,N-dimethylformamide solvate sesquihydrate]",hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
469,"catena-[oxonium [μ-tris(4-carboxylatophenyl)phosphine oxide]-terbium(iii)-zinc(ii) N,N-dimethylformamide solvate hexahydrate]",hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
470,"catena-[[μ-tris(4-carboxylatophenyl)phosphine oxide]-terbium(iii) N,N-dimethylformamide solvate dihydrate]",hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
471,FJ-25,hasOrganicLinkers,O=[C]C(=O)[O-].[C]=O
472,MUF-22,hasOrganicLinkers,C1CN2CCN1CC2
473,ZIF-8 dinitrogen,hasOrganicLinkers,C1=C[N][C]=N1
474,MCF-19-Ia,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
475,MCF-19-IIb,hasOrganicLinkers,[O-]C(=O)C=Cc1ccncc1
476,SDU-1,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C1=[C]C(=[C]C(=[C]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
477,BIF-82,hasOrganicLinkers,N1C=CN([CH]1)[B](n1cncc1)(n1cncc1)n1cncc1
478,ZJNU-62,hasOrganicLinkers,COc1cc(ccc1O[P]1(Oc2ccc(cc2OC)C(=O)[O-])[N][P](Oc2ccc(cc2OC)C(=O)[O-])(Oc2ccc(cc2OC)C(=O)[O-])[N][P]([N]1)(Oc1ccc(cc1OC)C(=O)[O-])Oc1ccc(cc1OC)C(=O)[O-])C(=O)[O-]
479,catena-(tris(μ2-5-(4-pyridyl)dipyrrin)-cobalt(iii)-silver(i) hexafluorophosphate acetonitrile benzene solvate),hasOrganicLinkers,C1=CC(=N[CH]1)[C](C1=N[CH]C=C1)c1ccncc1
480,catena-(bis(μ4-Glutarato)-(μ2-glutarato)-diaqua-di-dysprosium tetrahydrate),hasOrganicLinkers,[O-]C(=O)CCCC(=O)[O-]
481,DGIST-1,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)C(=O)[O-]
482,ZJU-30,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
483,MOF-3,hasOrganicLinkers,[O-]C(=O)[C]1[CH][C](OC[C]2C=Cc3c4[C]2C=CC25c4c(cc3)[CH]C5[CH]2)[CH]C(=C1)C(=O)[O-]
484,"CoMOF-1 N,N-dimethylformamide methanol solvate dihydrate",hasOrganicLinkers,O=C(c1ccncc1)NN=Cc1ccncc1
485,BMM-10,hasOrganicLinkers,C1CN2CCN1CC2
486,COB-DMF,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
487,COB-CO222,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
488,COB-CO210,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
489,COB-CO214,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
490,COB-CO218,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
491,COB0,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
492,COB-CO235,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
493,COB-CO230,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-]
494,PCN-164-inter,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C=Nc1ccc(cc1)N=Cc1ccc(cc1)C(=O)[O-]
495,NJU-Bai25,hasOrganicLinkers,[CH]C(=[CH])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
496,BIF-9-Cu,hasOrganicLinkers,Cc1ncn(c1)[B](n1cnc(c1)C)(n1cnc(c1)C)n1cnc(c1)C
497,Fe-MPOF,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Mn]24(n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])[O]
498,JUC-57,hasOrganicLinkers,[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-]
499,MIL-88B-tpt,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
502,Co-WOC-1,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
503,JLU-Liu4,hasOrganicLinkers,[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-]
504,Liu-4_cinnamic (close pore phase),hasOrganicLinkers,[O-]C(=O)C=Cc1ccccc1
505,UPC-21,hasOrganicLinkers,[O-]C(=O)c1cc(C#Cc2c3c(c(c4c2C2c5c(C4c4c2cccc4)cccc5)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])C2c4c(C3c3c2cccc3)cccc4)cc(c1)C(=O)[O-]
506,UPC-17,hasOrganicLinkers,[O-]C(=O)C=Cc1c2ccccc2c(c2c1cccc2)C=CC(=O)[O-]
507,CD-MOF-3,hasOrganicLinkers,[O]CC1OC2OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(OC(OC4C(OC(OC5C(OC(OC6C(OC(OC1C(C2[O])[O])C([O])C6[O])C[O])C([O])C5[O])C[O])C([O])C4[O])C[O])C(C3[O])[O])C[O]
508,CD-MOF-1,hasOrganicLinkers,[O]CC1OC2OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(OC(OC4C(OC(OC5C(OC(OC6C(OC(OC1C(C2[O])[O])C([O])C6[O])C[O])C([O])C5[O])C[O])C([O])C4[O])C[O])C(C3[O])[O])C[O]
509,CD-MOF-2,hasOrganicLinkers,[O]CC1OC2OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(OC(OC4C(OC(OC5C(OC(OC6C(OC(OC1C(C2[O])[O])C([O])C6[O])C[O])C([O])C5[O])C[O])C([O])C4[O])C[O])C(C3[O])[O])C[O]
510,CD-MOF-1,hasOrganicLinkers,[O]CC1OC2OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(OC(OC4C(OC(OC5C(OC(OC6C(OC(OC1C([CH]2)[O])C([O])C6[O])C[O])C([O])C5[O])C[O])C([O])C4[O])C[O])C(C3[O])[O])C[O]
511,"catena-[bis(μ-tris(4-(pyridin-4-yl)phenyl)amine)-(μ-1,4-benzenedicarboxylato)-bis(μ-chloro)-di-cobalt methanol solvate]",hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)C(=O)[O-]
512,"catena-[bis(μ-4-(pyridin-4-yl)-N,N-bis(4-(pyridin-4-yl)phenyl)aniline)-(μ-2,5-dimethylterephthalato)-bis(μ-chloro)-di-cobalt methanol solvate]",hasOrganicLinkers,[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-]
513,"catena-[tris(μ-tris(4-(pyridin-4-yl)phenyl)amine)-tris(μ-2,3,5,6-tetramethyl-1,4-benzenedicarboxylato)-tri-cobalt unknown solvate]",hasOrganicLinkers,[N]1C=C[C](C=C1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1
514,SHF-61-DMF,hasOrganicLinkers,[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-]
515,SHF-61-CHCl3,hasOrganicLinkers,[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-]
516,LIFM-26(Fe),hasOrganicLinkers,[O-]C(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-]
517,CZJ-10,hasOrganicLinkers,[O-]C(=O)C=Cc1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C=CC(=O)[O-])c1ccc(cc1)C=CC(=O)[O-]
518,MOF-505,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]
519,DUT-58,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]
520,ZJNU-73,hasOrganicLinkers,[O-]C(=O)c1cc(cc(c1)c1cccc2c1cccc2c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-]
521,CPO-27-Ni,hasOrganicLinkers,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]
522,MOF-In1,hasOrganicLinkers,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]
