,SubjectEntity,Relation,ObjectEntity
1265,MOF-14,hasCrystalSystem,cubic
1276,#NAME?,hasCrystalSystem,tetragonal
1283,-MOF-520-R-32,hasCrystalSystem,tetragonal
1284,Δ-MOF-520-17,hasCrystalSystem,tetragonal
1285,Δ-MOF-520-21,hasCrystalSystem,tetragonal
1286,"-MOF-520 N,N-dimethylformamide solvate",hasCrystalSystem,tetragonal
1287,Mg-CUK-1L Dehydrated,hasCrystalSystem,monoclinic
1288,Mg-CUK-1L incl. o-Xylene,hasCrystalSystem,monoclinic
1289,Mg-CUK-1L incl. AzB,hasCrystalSystem,triclinic
1290,Mg-CUK-1L,hasCrystalSystem,monoclinic
1291,SIFSIX-23-Cu-γ1,hasCrystalSystem,monoclinic
1292,SIFSIX-23-Cu-γ2,hasCrystalSystem,triclinic
1293,DUT-159,hasCrystalSystem,rhombohedral
1294,DUT-7(LT),hasCrystalSystem,hexagonal
1295,DUT-7(RT),hasCrystalSystem,hexagonal
1296,NOTT-114,hasCrystalSystem,cubic
1297,catena-((μ4-Squarato)-diaqua-cadmium(ii)),hasCrystalSystem,rhombohedral
1298,IRMOF-74-II,hasCrystalSystem,rhombohedral
1299,IRMOF-74-III,hasCrystalSystem,rhombohedral
1300,IRMOF-74-IV,hasCrystalSystem,rhombohedral
1301,IRMOF-74-V-hex,hasCrystalSystem,rhombohedral
1302,IRMOF-74-VI,hasCrystalSystem,rhombohedral
1303,IRMOF-74-VII,hasCrystalSystem,rhombohedral
1304,IRMOF-74-VI-oeg,hasCrystalSystem,rhombohedral
1305,IRMOF-74-IX,hasCrystalSystem,rhombohedral
1306,IRMOF-74-XI,hasCrystalSystem,rhombohedral
1307,JUC-141,hasCrystalSystem,rhombohedral
1308,UTSA-16,hasCrystalSystem,tetragonal
1309,Co6-MOF,hasCrystalSystem,hexagonal
1310,SCU-100,hasCrystalSystem,tetragonal
1311,FJI-Y1,hasCrystalSystem,monoclinic
1312,FJI-Y2,hasCrystalSystem,monoclinic
1313,NU-125,hasCrystalSystem,tetragonal
1314,"catena-[bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-hexakis(iodo)-tri-zinc(ii) tangeritin clathrate unknown solvate]",hasCrystalSystem,monoclinic
1315,"catena-[bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-hexakis(iodo)-tri-zinc(ii) hemikis(nobiletin) clathrate unknown solvate]",hasCrystalSystem,monoclinic
1316,"catena-[octakis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-tetracosakis(iodo)-dodeca-zinc(ii) pentakis(santonin) clathrate cyclohexane unknown solvate]",hasCrystalSystem,monoclinic
1317,"catena-[bis(bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-hexakis(iodo)-tri-zinc(ii)) guaiazulene clathrate unknown solvate]",hasCrystalSystem,monoclinic
1318,"catena-[bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-hexakis(iodo)-tri-zinc(ii) guaiazulene clathrate unknown solvate]",hasCrystalSystem,monoclinic
1319,catena-(tris(μ4-Terephthalato)-(μ3-oxo)-triaqua-tri-chromium(iii) fluoride tetracosakis(methanol) clathrate)|MIL88B_Methanol,hasCrystalSystem,hexagonal
1320,BUT-43,hasCrystalSystem,monoclinic
1321,IFMC-26-Tb,hasCrystalSystem,orthorhombic
1322,IFMC-27-la,hasCrystalSystem,triclinic
1323,"catena-[bis(μ-2-oxypropane-1,2,3-tricarboxylato)-bis(μ-pyridine-4-carbohydrazide)-germanium-di-copper(ii) unknown solvate tetrahydrate]",hasCrystalSystem,monoclinic
1324,MOF-X1,hasCrystalSystem,hexagonal
1325,D-ZIF-7,hasCrystalSystem,rhombohedral
1326,D-ZIF-7 CO2,hasCrystalSystem,rhombohedral
1329,TMU-41,hasCrystalSystem,monoclinic
1330,MOF-519,hasCrystalSystem,tetragonal
1331,JLU-MOF60,hasCrystalSystem,tetragonal
1332,α-NOTT-220,hasCrystalSystem,monoclinic
1333,β-NOTT-220,hasCrystalSystem,monoclinic
1334,InOF-22,hasCrystalSystem,monoclinic
1335,CPM-72,hasCrystalSystem,cubic
1336,CPM-73,hasCrystalSystem,cubic
1337,LIFM-114-Methanol,hasCrystalSystem,orthorhombic
1338,LIFM-114-60C,hasCrystalSystem,orthorhombic
1339,HUST4,hasCrystalSystem,orthorhombic
1340,HUST1,hasCrystalSystem,orthorhombic
1341,CdAPP-1,hasCrystalSystem,triclinic
1346,CPM-33a,hasCrystalSystem,hexagonal
1347,PCN-700,hasCrystalSystem,tetragonal
1348,UiO-66,hasCrystalSystem,cubic
1349,"catena-(tetrakis(μ3-3-Sulfanyl-D-valine-N,O,S,S)-di-gold(i)-di-platinum(ii)-zinc(ii) nonahydrate)",hasCrystalSystem,hexagonal
1350,NNU-14,hasCrystalSystem,monoclinic
1351,IRMOF-77,hasCrystalSystem,rhombohedral
1352,"catena-[(μ8-5,5'-Buta-1,3-diyne-1,4-diyldibenzene-1,3-dicarboxylato)-diaqua-di-copper(ii) dimethylformamide solvate trihydrate]|MOF-505",hasCrystalSystem,rhombohedral
1353,"catena-[(μ-5,11,17,23-Tetra-t-butyl-25,26,27,28-tetrakis((4-cyanophenyl)sulfanediyl)-2,8,14,20-tetrathiacalix(4)arene)-di-silver bis(hexafluorophosphate) methanol chloroform solvate]",hasCrystalSystem,monoclinic
1354,SUMOF-7I,hasCrystalSystem,rhombohedral
1360,SUMOF-7I(Ce),hasCrystalSystem,rhombohedral
1361,SUMOF-7III(Eu),hasCrystalSystem,rhombohedral
1362,CTGU-3,hasCrystalSystem,triclinic
1363,CTGU-4,hasCrystalSystem,orthorhombic
1364,MOF-5|Teaching Subset: MOFs,hasCrystalSystem,cubic
1366,534-MOF-Tb,hasCrystalSystem,monoclinic
1367,LCU-101,hasCrystalSystem,monoclinic
1368,Zr-CAU-28,hasCrystalSystem,hexagonal
1369,Ce-CAU-28,hasCrystalSystem,hexagonal
1370,Bio-MOF-100,hasCrystalSystem,cubic
1371,N2@DUT-8(Ni),hasCrystalSystem,monoclinic
1372,CO2@DUT-8(Ni),hasCrystalSystem,monoclinic
1373,C4H10@DUT-8(Ni),hasCrystalSystem,monoclinic
1374,DUT-8(Ni) ip2,hasCrystalSystem,triclinic
1375,"catena-[(μ8-2,5-Dioxidobenzene-1,4-dicarboxylato)-cobalt(ii)]",hasCrystalSystem,rhombohedral
1376,UPC-30,hasCrystalSystem,monoclinic
1377,BUT-52,hasCrystalSystem,cubic
1378,PCN-700-SA,hasCrystalSystem,tetragonal
1379,PCN-700-SA2,hasCrystalSystem,tetragonal
1380,FJI-Y3,hasCrystalSystem,tetragonal
1381,MIL-53(Fe) m-xylene clathrate,hasCrystalSystem,monoclinic
1382,MIL-53(Fe) o-xylene clathrate,hasCrystalSystem,monoclinic
1383,MIL-53(Fe) p-xylene clathrate,hasCrystalSystem,monoclinic
1384,CHD-1,hasCrystalSystem,monoclinic
1385,CHD-2,hasCrystalSystem,orthorhombic
1386,ocMOM-2-2,hasCrystalSystem,orthorhombic
1387,TMU-6(RL1),hasCrystalSystem,monoclinic
1388,FJI-Y8,hasCrystalSystem,monoclinic
1389,Au-ACM-1,hasCrystalSystem,orthorhombic
1390,IOS-2(M),hasCrystalSystem,trigonal
1391,IOS-2(P),hasCrystalSystem,trigonal
1392,ZIF-4-Co,hasCrystalSystem,orthorhombic
1393,UMCM-151-F,hasCrystalSystem,orthorhombic
1394,UMCM-151-Cl,hasCrystalSystem,orthorhombic
1395,JUC-58,hasCrystalSystem,hexagonal
1396,"catena-[tris(μ3-Λ-tris(4-(4-Pyridyl)duryl)borane-N,N',N'')-(μ3-Δ-tris(4-(4-pyridyl)duryl)borane-N,N',N'')-octabromo-tetra-cadmium octahydrate]",hasCrystalSystem,rhombohedral
1397,"catena-[tetrakis(μ3-tris(4-(4-Pyridyl)duryl)borane-N,N',N'')-octa-iodo-tetra-cadmium octahydrate]",hasCrystalSystem,rhombohedral
1398,"catena-[tetrakis(μ3-tris(4-(4-Pyridyl)duryl)borane-N,N',N'')-octachloro-tetra-copper octahydrate]",hasCrystalSystem,rhombohedral
1399,"catena-[tetrakis(μ3-tris(4-(4-Pyridyl)duryl)borane-N,N',N'')-octachloro-tetra-cobalt methanol solvate tetrahydrate]",hasCrystalSystem,rhombohedral
1400,MAF-23 hemikis(propylene),hasCrystalSystem,monoclinic
1401,MAF-23 hemikis(propane),hasCrystalSystem,monoclinic
1402,MAF-23-O,hasCrystalSystem,monoclinic
1403,MAF-23-O hemikis(propylene),hasCrystalSystem,monoclinic
1404,MAF-23-O hemikis(propane),hasCrystalSystem,monoclinic
1405,IPCE-1Ni,hasCrystalSystem,monoclinic
1406,FDM-34,hasCrystalSystem,cubic
1407,ATF-2,hasCrystalSystem,tetragonal
1408,ATF-1P,hasCrystalSystem,tetragonal
1409,CAU-27-BDC,hasCrystalSystem,tetragonal
1410,CAU-27-BPDC,hasCrystalSystem,tetragonal
1411,ATF-1M,hasCrystalSystem,tetragonal
1412,ATF-1,hasCrystalSystem,tetragonal
1413,ATF-2P,hasCrystalSystem,tetragonal
1414,ZJU-28',hasCrystalSystem,triclinic
1415,"catena-((μ12-Phosphato)-bis(μ4-1-(2,4-difluorophenyl)-1,1-bis((1H-1,2,4-triazol-1-yl)methyl)methanolato)-(μ3-oxo)-heptacosakis(μ2-oxo)-pentaaqua-octaoxo-copper(i)-tri-copper(ii)-di-molybdenum(v)-deca-molybdenum(vi) hexahydrate)",hasCrystalSystem,monoclinic
1416,DUT-122(Zr),hasCrystalSystem,cubic
1417,IISERP-MOF27,hasCrystalSystem,monoclinic
1418,NICS-8,hasCrystalSystem,triclinic
1419,PMOF-55,hasCrystalSystem,tetragonal
1420,"catena-[(μ-2,8,14,20-tetramethylcalix[4]arene-4,5,6,10,11,12,16,17,18,22,23,24-dodecaolato)-(μ-formato)-(methanol)-penta-aqua-tetra-nickel unknown solvate]|catena-[(μ-2,8,14,20-tetramethylpyrogallo[4]arenato)-(μ-formato)-(methanol)-penta-aqua-tetra-nickel unknown solvate]",hasCrystalSystem,rhombohedral
1421,Sc-CAU-9-H2TCPP,hasCrystalSystem,orthorhombic
1422,AIST-1,hasCrystalSystem,tetragonal
1423,"catena-[(μ3-2,5-Dihydroxybenzene-1,4-dicarboxylato-O,O',O'')-(μ2-4,4'-bipyridine-N,N')-zinc(ii) N,N-dimethylformamide solvate]",hasCrystalSystem,tetragonal
1424,JLU-Liu23P,hasCrystalSystem,hexagonal
1425,JLU-Liu23M,hasCrystalSystem,hexagonal
1426,CPM-202,hasCrystalSystem,monoclinic
1427,CPM-203,hasCrystalSystem,rhombohedral
1428,CPM-205,hasCrystalSystem,monoclinic
1429,CPM-201,hasCrystalSystem,trigonal
1430,MFM-300(Ga2),hasCrystalSystem,tetragonal
1431,MFM-300(Ga2) carbon dioxide,hasCrystalSystem,tetragonal
1432,"catena-[(μ3-5-Sulfonatoisophthalato)-(μ2-1,4-bis(pyridin-4-ylmethyl)piperazin-1-ium)-zinc(ii) tetrahydrate]",hasCrystalSystem,monoclinic
1433,TMOF-2,hasCrystalSystem,orthorhombic
1434,"catena-((μ-N',N'-bis[1-(pyrazine-2-yl)ethylidene]benzil dihydrazone)-di-silver(i) dinitrate acetonitrile monohydrate)",hasCrystalSystem,tetragonal
1435,MIL-156,hasCrystalSystem,orthorhombic
1436,TMU-31,hasCrystalSystem,monoclinic
1437,ZJU-197,hasCrystalSystem,triclinic
1438,FJI-Y7,hasCrystalSystem,monoclinic
1439,"catena-(bis(μ-3,6-bis(1,2,4-triazolyl)-2,5-dioxy-1,4-benzoquinone)-di-manganese(ii) methanol solvate)",hasCrystalSystem,monoclinic
1440,IFMC-6,hasCrystalSystem,tetragonal
1441,IFMC-7,hasCrystalSystem,rhombohedral
1442,IFMC-8,hasCrystalSystem,rhombohedral
1443,ρ-ZMOF,hasCrystalSystem,cubic
1444,NJU-Bai 41,hasCrystalSystem,rhombohedral
1445,ZJNU-78,hasCrystalSystem,tetragonal
1446,"catena-[(μ-4,4'-azobispyridine)-(μ-methylsuccinato)-cadmium(ii) hydrate]",hasCrystalSystem,monoclinic
1447,"catena-[(μ-4,4'-azobispyridine)-(μ-methylglutarato)-cadmium(ii) pentahydrate]",hasCrystalSystem,monoclinic
1448,NTU-40,hasCrystalSystem,orthorhombic
1449,NTU-41,hasCrystalSystem,monoclinic
1450,"catena-[tris(μ-2,2'-[(1,2-dioxoethane-1,2-diyl)diimino]bis(3-hydroxypropanoato))-bis(μ-hydroxo)-(μ-aqua)-triaqua-calcium-hexa-copper(ii) bis(ascorbic acid) clathrate acetonitrile solvate dodecahydrate]|catena-[tris(μ-2,2'-[(1,2-dioxoethane-1,2-diyl)diimino]bis(3-hydroxypropanoato))-bis(μ-hydroxo)-(μ-aqua)-triaqua-calcium-hexa-copper(ii) bis(vitamin C) clathrate acetonitrile solvate dodecahydrate]",hasCrystalSystem,hexagonal
1451,"catena-[tris(μ-2,2'-[(1,2-dioxoethane-1,2-diyl)diimino]bis(3-hydroxypropanoato))-bis(μ-hydroxo)-(μ-aqua)-triaqua-calcium-hexa-copper(ii) bis(pyridoxine) clathrate acetonitrile solvate pentadecahydrate]|catena-[tris(μ-2,2'-[(1,2-dioxoethane-1,2-diyl)diimino]bis(3-hydroxypropanoato))-bis(μ-hydroxo)-(μ-aqua)-triaqua-calcium-hexa-copper(ii) bis(vitamin B6) clathrate acetonitrile solvate pentadecahydrate]",hasCrystalSystem,hexagonal
1452,"catena-[bupropion tris(μ-2,2'-[(1,2-dioxoethane-1,2-diyl)diimino]bis(3-hydroxypropanoato))-bis(μ-hydroxo)-(μ-aqua)-calcium-hexa-copper(ii) clathrate docosahydrate]",hasCrystalSystem,hexagonal
1453,"catena-[17-β-estradiol tris(μ-2,2'-[(1,2-dioxoethane-1,2-diyl)diimino]bis(3-hydroxypropanoato))-tetrakis(μ-aqua)-bis(μ-hydroxo)-calcium-hexa-copper(ii) acetonitrile solvate hexahydrate]",hasCrystalSystem,hexagonal
1454,MOF-591,hasCrystalSystem,triclinic
1455,MOF-592,hasCrystalSystem,triclinic
1456,MOF-590,hasCrystalSystem,triclinic
1457,MFM-300V3-1.8C2D4,hasCrystalSystem,tetragonal
1458,MFM-300V3-1.0C2D4,hasCrystalSystem,tetragonal
1459,MFM-300V3-1.4CD4,hasCrystalSystem,tetragonal
1460,MFM-300V3-1.0CD4,hasCrystalSystem,tetragonal
1461,PCN-13,hasCrystalSystem,cubic
1462,NU-1000-C8H7NO4S,hasCrystalSystem,hexagonal
1463,NU-1000-C7H8O3S,hasCrystalSystem,hexagonal
1464,HPU-14,hasCrystalSystem,orthorhombic
1465,CPO-27-Mg|MOF-74-Mg,hasCrystalSystem,rhombohedral
1466,PCN-262,hasCrystalSystem,monoclinic
1467,PCN-263,hasCrystalSystem,monoclinic
1468,PCN-266,hasCrystalSystem,orthorhombic
1469,PCN-280,hasCrystalSystem,rhombohedral
1470,PCN-285,hasCrystalSystem,rhombohedral
1471,PCN-234,hasCrystalSystem,cubic
1472,PCN-235,hasCrystalSystem,cubic
1473,PCN-243,hasCrystalSystem,hexagonal
1474,PCN-245,hasCrystalSystem,tetragonal
1475,PCN-247,hasCrystalSystem,hexagonal
1476,"Gd-RUM2 hemikis(1-methyl-2-pyrrolidone) clathrate N,N-dimethylformamide solvate",hasCrystalSystem,monoclinic
1477,Ce-RUM3 caprolactam clathrate hydrate,hasCrystalSystem,monoclinic
1478,ZSTU-1,hasCrystalSystem,hexagonal
1479,ZSTU-2,hasCrystalSystem,hexagonal
1480,ZSTU-3,hasCrystalSystem,hexagonal
1489,FJI-9,hasCrystalSystem,trigonal
1490,SNNU-50,hasCrystalSystem,cubic
1491,ZJNU-64,hasCrystalSystem,orthorhombic
1492,ZJNU-63,hasCrystalSystem,monoclinic
1493,ZJNU-65,hasCrystalSystem,triclinic
1494,CALA-self,hasCrystalSystem,hexagonal
1495,JUC-103,hasCrystalSystem,rhombohedral
1496,JUC-104,hasCrystalSystem,monoclinic
1497,MET-3,hasCrystalSystem,cubic
1498,Tb-sph-MOF-2,hasCrystalSystem,cubic
1499,MOF-1004,hasCrystalSystem,cubic
1500,"catena-((μ3-Hydroxo)-(μ2-pyridine-4-carboxylato-O,N)-copper(ii) monohydrate clathrate)",hasCrystalSystem,monoclinic
1501,FJI-Y10,hasCrystalSystem,triclinic
1502,BIF-33,hasCrystalSystem,rhombohedral
1503,FJU-81,hasCrystalSystem,monoclinic
1504,"catena-[[μ-tris(4-carboxylatophenyl)phosphine oxide]-(N,N-dimethylformamide)-europium(iii) N,N-dimethylformamide solvate sesquihydrate]",hasCrystalSystem,triclinic
1505,"catena-[tetrakis(dimethylammonium) (μ-2,2',2'',2''',2'''',2''''',2'''''',2'''''''-((2,8,14,20-tetrakis(4-methylphenyl)pentacyclo[19.3.1.13,7.19,13.115,19]octacosa-1(25),3(28),4,6,9(27),10,12,15(26),16,18,21,23-dodecaene-4,6,10,12,16,18,22,24-octayl)octakis(oxy))octaacetato)-di-cadmium tetrahydrate unknown solvate]",hasCrystalSystem,monoclinic
1506,"catena-[tetrakis(dimethylammonium) (μ-2,2',2'',2''',2'''',2''''',2'''''',2'''''''-((2,8,14,20-tetrakis(4-methylphenyl)pentacyclo[19.3.1.13,7.19,13.115,19]octacosa-1(25),3(28),4,6,9(27),10,12,15(26),16,18,21,23-dodecaene-4,6,10,12,16,18,22,24-octayl)octakis(oxy))octaacetato)-bis(N,N-dimethylformamide)-di-zinc(ii) N,N-dimethylformamide solvate hexahydrate]",hasCrystalSystem,monoclinic
1507,"catena-[tetrakis(dimethylammonium) (μ-2,2',2'',2''',2'''',2''''',2'''''',2'''''''-((2,8,14,20-tetrakis(4-methylphenyl)pentacyclo[19.3.1.13,7.19,13.115,19]octacosa-1(25),3(28),4,6,9(27),10,12,15(26),16,18,21,23-dodecaene-4,6,10,12,16,18,22,24-octayl)octakis(oxy))octaacetato)-di-cobalt N,N-dimethylformamide solvate tetrahydrate]",hasCrystalSystem,monoclinic
1508,FJI-6,hasCrystalSystem,tetragonal
1509,FJI-H11-iPr,hasCrystalSystem,rhombohedral
1510,catena-((μ7-ranelato)-(μ2-aqua)-tetraaqua-di-strontium(ii) hydrate),hasCrystalSystem,triclinic
1511,NU-1300,hasCrystalSystem,cubic
1512,"catena-[(μ6-3,3',3''-(2,4,6-Trioxo-1,3,5-triazinane-1,3,5-triyl)tripropanoato)-aqua-erbium(iii) dimethylformamide solvate dihydrate]",hasCrystalSystem,triclinic
1513,MFU-4l,hasCrystalSystem,cubic
1514,InMOF-1,hasCrystalSystem,triclinic
1515,DUT-122(Hf),hasCrystalSystem,cubic
1516,UNLPF-10_1,hasCrystalSystem,orthorhombic
1517,UNLPF-10_2,hasCrystalSystem,orthorhombic
1518,CFA-8,hasCrystalSystem,monoclinic
1520,ZIF-204,hasCrystalSystem,monoclinic
1521,MIL-117,hasCrystalSystem,orthorhombic
1522,UTSA-15,hasCrystalSystem,orthorhombic
1523,UTSA-36,hasCrystalSystem,monoclinic
1524,ZJU-198,hasCrystalSystem,orthorhombic
1525,ZIF-8 iodine solvate,hasCrystalSystem,cubic
1527,SNU-30,hasCrystalSystem,orthorhombic
1528,SNU-30SC,hasCrystalSystem,orthorhombic
1529,"catena-[bis(μ3-6-Sulfinatonicotinato-N,O,O',O'',O''')-(4,4'-bipyridine-N,N')-di-copper(ii) methanol solvate dihydrate]",hasCrystalSystem,monoclinic
1530,TCZ-002,hasCrystalSystem,monoclinic
1531,CAU-10-HTATB,hasCrystalSystem,tetragonal
1532,BUT-70B,hasCrystalSystem,monoclinic
1533,BUT-70,hasCrystalSystem,monoclinic
1534,MUF-84g,hasCrystalSystem,monoclinic
1535,MUF-84c,hasCrystalSystem,orthorhombic
1536,VNU-11,hasCrystalSystem,cubic
1537,ZIF-1,hasCrystalSystem,monoclinic
1538,ZIF-2,hasCrystalSystem,orthorhombic
1539,ZIF-4-Zn,hasCrystalSystem,orthorhombic
1540,ZIF-5,hasCrystalSystem,cubic
1542,ZIF-7,hasCrystalSystem,rhombohedral
1543,Zr-CAU-30-act,hasCrystalSystem,tetragonal
1544,SNNU-95,hasCrystalSystem,monoclinic
1545,MIL-68(In),hasCrystalSystem,orthorhombic
1551,MFM-601,hasCrystalSystem,tetragonal
1552,SO2@MFM601,hasCrystalSystem,tetragonal
1553,"catena-[(μ6-tris(2-(Carboxylato)ethyl)isocyanurate)-aqua-terbium(iii) N,N-dimethylformamide solvate]",hasCrystalSystem,triclinic
1554,CO2 SNU-9,hasCrystalSystem,monoclinic
1555,NOTT-12,hasCrystalSystem,monoclinic
1556,NJU-Bai 42,hasCrystalSystem,monoclinic
1557,BUT-107,hasCrystalSystem,orthorhombic
1558,BUT-105,hasCrystalSystem,rhombohedral
1559,BUT-104,hasCrystalSystem,monoclinic
1561,IISERP-MOF25,hasCrystalSystem,monoclinic
1562,MFM-520 0.92(N2O4),hasCrystalSystem,tetragonal
1563,MFM-520 0.93(N2O4),hasCrystalSystem,tetragonal
1564,MFM-520 0.89(N2O4),hasCrystalSystem,tetragonal
1566,MFM-520 0.57(N2O4),hasCrystalSystem,tetragonal
1568,PCN-60,hasCrystalSystem,cubic
1569,PCN-61,hasCrystalSystem,cubic
1570,JXNU-7(La),hasCrystalSystem,monoclinic
1571,JXNU-7(Nd),hasCrystalSystem,monoclinic
1572,JXNU-7(Sm),hasCrystalSystem,monoclinic
1573,JXNU-7(Eu),hasCrystalSystem,monoclinic
1574,"catena-[bis(μ2-2-thiobarbiturato-O,O')-(μ2-acetato-,O,O')-diaqua-neodymium(iii) dihydrate]",hasCrystalSystem,monoclinic
1575,NENU-505,hasCrystalSystem,monoclinic
1577,ZnGlyPyr-Desolvated (from Benzene),hasCrystalSystem,rhombohedral
1578,ZnGlyPyr-Desolvated (from Acetone),hasCrystalSystem,rhombohedral
1579,ZnAlaPyr-CO2 (low loading),hasCrystalSystem,rhombohedral
1580,ZnAlaPyr-Desolvated,hasCrystalSystem,rhombohedral
1581,ZnAlaPyr-Diethylformamide,hasCrystalSystem,rhombohedral
1582,ZnAlaPyr-p-Xylene,hasCrystalSystem,rhombohedral
1583,ZnAlaPyr-Desolvated (CO2 removed),hasCrystalSystem,rhombohedral
1584,ZnAlaPyr-Trifluoroethanol,hasCrystalSystem,rhombohedral
1585,ZnGlyPyr-CO2(high loading),hasCrystalSystem,rhombohedral
1586,PCN-991,hasCrystalSystem,rhombohedral
1587,MET-6,hasCrystalSystem,cubic
1588,MET-4,hasCrystalSystem,cubic
1589,MET-1,hasCrystalSystem,cubic
1590,"catena-[(μ4-Benzene-1,4-dicarboxylato-O,O',O'',O''')-bis(μ2-2-oxidopyridinium-3-carboxylato-O,O,O',O'')-(μ2-benzene-1,4-dicarboxylato-O,O',O'',O''')-diaqua-di-neodymium(iii) tetrahydrate]",hasCrystalSystem,monoclinic
1591,MCF-27,hasCrystalSystem,tetragonal
1593,CPF-3,hasCrystalSystem,rhombohedral
1594,NKU-106,hasCrystalSystem,monoclinic
1595,NKU-107,hasCrystalSystem,triclinic
1596,NKU-108,hasCrystalSystem,rhombohedral
1597,JUMP-1,hasCrystalSystem,orthorhombic
1598,CPM-26-Zn,hasCrystalSystem,tetragonal
1599,UTSA-61,hasCrystalSystem,tetragonal
1600,NENU-601,hasCrystalSystem,orthorhombic
1601,MIL-96(Al)-HR,hasCrystalSystem,hexagonal
1602,CPM-326-Trip,hasCrystalSystem,monoclinic
1603,CPM-326-Phen,hasCrystalSystem,monoclinic
1604,CPM-325-Phez,hasCrystalSystem,triclinic
1605,"catena-[tris(μ-bis(4-(4-carboxylatophenyl)-1H-3,5-dimethylpyrazolyl)methane)-aqua-tricarbonyl-tetra-manganese bromide ethanol solvate]",hasCrystalSystem,monoclinic
1606,"catena-[tris(μ-bis(4-(4-carboxylatophenyl)-1H-3,5-dimethylpyrazolyl)methane)-azido-tricarbonyl-tetra-manganese toluene solvate]",hasCrystalSystem,monoclinic
1607,C2H2@NKMOF-1-Cu,hasCrystalSystem,triclinic
1608,ZJU-13,hasCrystalSystem,rhombohedral
1609,CPM-301,hasCrystalSystem,rhombohedral
1610,CPM-300,hasCrystalSystem,hexagonal
1611,SXNU-J2,hasCrystalSystem,monoclinic
1612,UNM-1,hasCrystalSystem,tetragonal
1613,JLNU-4,hasCrystalSystem,monoclinic
1614,TMOF-4,hasCrystalSystem,rhombohedral
1615,UiO-67,hasCrystalSystem,cubic
1624,UiO67,hasCrystalSystem,cubic
1625,CPO-27-Zn,hasCrystalSystem,rhombohedral
1626,CPM-519-RHO,hasCrystalSystem,cubic
1627,CPM-521-ABW,hasCrystalSystem,orthorhombic
1628,CPM-520-GIS,hasCrystalSystem,tetragonal
1629,SNNU-5-Al,hasCrystalSystem,rhombohedral
1630,SNNU-5-Ga,hasCrystalSystem,rhombohedral
1631,SNNU-5-In,hasCrystalSystem,rhombohedral
1632,Th6-Me2BPDC-8b,hasCrystalSystem,tetragonal
1633,U6-Me2BPDC-8-H2O-1d,hasCrystalSystem,tetragonal
1634,TMU-60,hasCrystalSystem,orthorhombic
1636,SIFSIX-3-Cu,hasCrystalSystem,tetragonal
1637,PCN-416,hasCrystalSystem,tetragonal
1638,"catena-[(μ4-Oxalato-O,O,O',O'',O'',O''')-tetrakis(μ3-3-pyridinecarboxylato-N,O,O')-(μ2-oxalato-O,O',O'',O''')-di-copper(i)-di-gadolinium(iii) tetrahydrate]",hasCrystalSystem,monoclinic
1639,CPO-27-Fe methanol solvate,hasCrystalSystem,rhombohedral
1640,CPO-27-Fe,hasCrystalSystem,rhombohedral
1641,INT-IRMOF-8-C,hasCrystalSystem,triclinic
1642,INT-IRMOF-8-B,hasCrystalSystem,triclinic
1643,UTSA-60,hasCrystalSystem,orthorhombic
1644,InPCF-1,hasCrystalSystem,tetragonal
1645,"catena-[bis(μ-4,5,6-trihydroxytetrahydro-2H-pyran-3-olato)-calcium methanol solvate dihydrate]",hasCrystalSystem,tetragonal
1646,"catena-[(μ4-4,4'-Oxydibenzene-1,2-dicarboxylato-O,O',O'',O''')-bis(4,4'-bipyridine-N,N')-di-copper(ii)]",hasCrystalSystem,orthorhombic
1647,STA-12(Cd),hasCrystalSystem,rhombohedral
1648,TMU-56,hasCrystalSystem,monoclinic
1649,HKUST-1 0.56(dideuteroacetylene),hasCrystalSystem,cubic
1650,VNU-1-Zr,hasCrystalSystem,cubic
1651,Cd-MOF2,hasCrystalSystem,triclinic
1652,Cd-MOF8,hasCrystalSystem,triclinic
1653,Tb@MOF,hasCrystalSystem,triclinic
1654,Cd-MOF1,hasCrystalSystem,triclinic
1655,Cd-MOF4,hasCrystalSystem,triclinic
1656,DUT-10(Zn),hasCrystalSystem,orthorhombic
1657,DUT-11,hasCrystalSystem,orthorhombic
1658,DUT-10(Co),hasCrystalSystem,orthorhombic
1659,DUT-10(Cu),hasCrystalSystem,orthorhombic
1660,DUT-12(Cu),hasCrystalSystem,tetragonal
1661,TMU-11,hasCrystalSystem,monoclinic
1662,FJU-53-Br,hasCrystalSystem,orthorhombic
1666,MFM-300(V(iii))-CO2,hasCrystalSystem,tetragonal
1667,Im-MOF-2,hasCrystalSystem,monoclinic
1668,FJI-4,hasCrystalSystem,cubic
1669,FJI-5,hasCrystalSystem,tetragonal
1670,MIL-47 styrene high loading,hasCrystalSystem,orthorhombic
1671,VNU-18,hasCrystalSystem,monoclinic
1672,MOF-1201,hasCrystalSystem,monoclinic
1673,PTC-106,hasCrystalSystem,cubic
1674,catena-((μ4-letrozole)-copper(i) tetrafluoroborate chloroform solvate),hasCrystalSystem,orthorhombic
1675,DUT-67,hasCrystalSystem,cubic
